onset	duration	trial_period	trial	TR_relativeToTrialOnset	trial_type	response_time	button_pressed	choice	outcome	gamble_position	rightbutton_position	total_gain
108.0002	2	prechoice	9	1	positiveSkew	n/a	n/a	n/a	n/a	bottom	n/a	n/a
110.0002	4	choice	9	2	positiveSkew	2.0529	right	gamble	n/a	bottom	bottom	n/a
114.0002	2	outcome	9	4	positiveSkew	n/a	n/a	n/a	5.25	n/a	n/a	20.9
116.0002	2	ITI	9	5	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
118.0002	2	ITI	9	6	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
120.0001	2	prechoice	10	1	positiveSkew	n/a	n/a	n/a	n/a	bottom	n/a	n/a
122.0001	4	choice	10	2	positiveSkew	2.4861	left	safe	n/a	bottom	bottom	n/a
126.0001	2	outcome	10	4	positiveSkew	n/a	n/a	n/a	0.0	n/a	n/a	20.9
128.0001	2	ITI	10	5	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
130.0001	2	ITI	10	6	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
132.0001	2	ITI	10	7	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
134.0002	2	prechoice	11	1	positiveSkew	n/a	n/a	n/a	n/a	top	n/a	n/a
136.0002	4	choice	11	2	positiveSkew	1.3858	left	safe	n/a	top	top	n/a
140.0002	2	outcome	11	4	positiveSkew	n/a	n/a	n/a	0.0	n/a	n/a	20.9
142.0002	2	ITI	11	5	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
144.0002	2	ITI	11	6	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
146.0002	2	ITI	11	7	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
148.0001	2	prechoice	12	1	symmetric	n/a	n/a	n/a	n/a	top	n/a	n/a
150.0001	4	choice	12	2	symmetric	1.2532	right	gamble	n/a	top	top	n/a
154.0001	2	outcome	12	4	symmetric	n/a	n/a	n/a	-3.05	n/a	n/a	17.85
156.0001	2	ITI	12	5	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
158.0001	2	ITI	12	6	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
160.0001	2	ITI	12	7	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
162.0002	2	prechoice	13	1	symmetric	n/a	n/a	n/a	n/a	bottom	n/a	n/a
164.0002	4	choice	13	2	symmetric	0.63576	right	gamble	n/a	bottom	bottom	n/a
168.0002	2	outcome	13	4	symmetric	n/a	n/a	n/a	3.05	n/a	n/a	20.9
170.0002	2	ITI	13	5	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
172.0002	2	ITI	13	6	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
174.0002	2	prechoice	14	1	negativeSkew	n/a	n/a	n/a	n/a	top	n/a	n/a
176.0002	4	choice	14	2	negativeSkew	1.636	right	gamble	n/a	top	top	n/a
180.0002	2	outcome	14	4	negativeSkew	n/a	n/a	n/a	1.75	n/a	n/a	22.65
182.0002	2	ITI	14	5	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
184.0002	2	ITI	14	6	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
186.0002	2	prechoice	15	1	positiveSkew	n/a	n/a	n/a	n/a	bottom	n/a	n/a
188.0002	4	choice	15	2	positiveSkew	0.85258	right	safe	n/a	bottom	top	n/a
192.0002	2	outcome	15	4	positiveSkew	n/a	n/a	n/a	0.0	n/a	n/a	22.65
194.0002	2	ITI	15	5	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
196.0002	2	ITI	15	6	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
198.0002	2	prechoice	16	1	negativeSkew	n/a	n/a	n/a	n/a	top	n/a	n/a
200.0002	4	choice	16	2	negativeSkew	0.81926	right	gamble	n/a	top	top	n/a
204.0002	2	outcome	16	4	negativeSkew	n/a	n/a	n/a	1.75	n/a	n/a	24.4
206.0002	2	ITI	16	5	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
208.0002	2	prechoice	17	1	negativeSkew	n/a	n/a	n/a	n/a	top	n/a	n/a
210.0002	4	choice	17	2	negativeSkew	0.66909	right	gamble	n/a	top	top	n/a
214.0002	2	outcome	17	4	negativeSkew	n/a	n/a	n/a	-5.25	n/a	n/a	19.15
216.0002	2	ITI	17	5	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
218.0001	2	prechoice	18	1	positiveSkew	n/a	n/a	n/a	n/a	bottom	n/a	n/a
220.0001	4	choice	18	2	positiveSkew	0.63597	left	safe	n/a	bottom	bottom	n/a
224.0001	2	outcome	18	4	positiveSkew	n/a	n/a	n/a	0.0	n/a	n/a	19.15
226.0001	2	ITI	18	5	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
228.0001	2	prechoice	19	1	positiveSkew	n/a	n/a	n/a	n/a	top	n/a	n/a
230.0001	4	choice	19	2	positiveSkew	0.71915	right	safe	n/a	top	bottom	n/a
234.0001	2	outcome	19	4	positiveSkew	n/a	n/a	n/a	0.0	n/a	n/a	19.15
236.0001	2	ITI	19	5	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
238.0001	2	ITI	19	6	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
240.0002	2	prechoice	20	1	positiveSkew	n/a	n/a	n/a	n/a	bottom	n/a	n/a
242.0002	4	choice	20	2	positiveSkew	0.78652	left	safe	n/a	bottom	bottom	n/a
246.0002	2	outcome	20	4	positiveSkew	n/a	n/a	n/a	0.0	n/a	n/a	19.15
248.0002	2	ITI	20	5	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
250.0002	2	ITI	20	6	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
252.0002	2	ITI	20	7	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
254.0003	2	prechoice	21	1	positiveSkew	n/a	n/a	n/a	n/a	top	n/a	n/a
256.00030000000004	4	choice	21	2	positiveSkew	0.98673	left	safe	n/a	top	top	n/a
260.00030000000004	2	outcome	21	4	positiveSkew	n/a	n/a	n/a	0.0	n/a	n/a	19.15
262.00030000000004	2	ITI	21	5	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
264.0002	2	prechoice	22	1	symmetric	n/a	n/a	n/a	n/a	bottom	n/a	n/a
266.0002	4	choice	22	2	symmetric	0.73581	left	gamble	n/a	bottom	top	n/a
270.0002	2	outcome	22	4	symmetric	n/a	n/a	n/a	-3.05	n/a	n/a	16.1
272.0002	2	ITI	22	5	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
274.0002	2	ITI	22	6	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
276.0002	2	ITI	22	7	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
278.0002	2	prechoice	23	1	negativeSkew	n/a	n/a	n/a	n/a	top	n/a	n/a
280.0002	4	choice	23	2	negativeSkew	0.80236	left	gamble	n/a	top	bottom	n/a
284.0002	2	outcome	23	4	negativeSkew	n/a	n/a	n/a	1.75	n/a	n/a	17.85
286.0002	2	ITI	23	5	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
288.0002	2	ITI	23	6	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
290.0002	2	ITI	23	7	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
292.0002	2	prechoice	24	1	symmetric	n/a	n/a	n/a	n/a	top	n/a	n/a
294.0002	4	choice	24	2	symmetric	1.2537	left	gamble	n/a	top	bottom	n/a
298.0002	2	outcome	24	4	symmetric	n/a	n/a	n/a	3.05	n/a	n/a	20.9
300.0002	2	ITI	24	5	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
302.0002	2	ITI	24	6	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
304.0002	2	ITI	24	7	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
306.0002	2	prechoice	25	1	positiveSkew	n/a	n/a	n/a	n/a	bottom	n/a	n/a
308.0002	4	choice	25	2	positiveSkew	0.63599	right	safe	n/a	bottom	top	n/a
312.0002	2	outcome	25	4	positiveSkew	n/a	n/a	n/a	0.0	n/a	n/a	20.9
314.0002	2	ITI	25	5	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
316.0002	2	ITI	25	6	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
318.0001	2	prechoice	26	1	negativeSkew	n/a	n/a	n/a	n/a	top	n/a	n/a
320.0001	4	choice	26	2	negativeSkew	0.71949	right	gamble	n/a	top	top	n/a
324.0001	2	outcome	26	4	negativeSkew	n/a	n/a	n/a	1.75	n/a	n/a	22.65
326.0001	2	ITI	26	5	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
328.0002	2	prechoice	27	1	negativeSkew	n/a	n/a	n/a	n/a	bottom	n/a	n/a
330.0002	4	choice	27	2	negativeSkew	0.78579	left	gamble	n/a	bottom	top	n/a
334.0002	2	outcome	27	4	negativeSkew	n/a	n/a	n/a	-5.25	n/a	n/a	17.4
336.0002	2	ITI	27	5	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
338.0002	2	ITI	27	6	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
340.0002	2	prechoice	28	1	negativeSkew	n/a	n/a	n/a	n/a	top	n/a	n/a
342.0002	4	choice	28	2	negativeSkew	0.92008	left	gamble	n/a	top	bottom	n/a
346.0002	2	outcome	28	4	negativeSkew	n/a	n/a	n/a	1.75	n/a	n/a	19.15
348.0002	2	ITI	28	5	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
350.0001	2	prechoice	29	1	symmetric	n/a	n/a	n/a	n/a	top	n/a	n/a
352.0001	4	choice	29	2	symmetric	0.98603	left	gamble	n/a	top	bottom	n/a
356.0001	2	outcome	29	4	symmetric	n/a	n/a	n/a	-3.05	n/a	n/a	16.1
358.0001	2	ITI	29	5	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
360.0003	2	prechoice	30	1	symmetric	n/a	n/a	n/a	n/a	top	n/a	n/a
362.0003	4	choice	30	2	symmetric	0.68609	right	gamble	n/a	top	top	n/a
366.0003	2	outcome	30	4	symmetric	n/a	n/a	n/a	-3.05	n/a	n/a	13.05
368.0003	2	ITI	30	5	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
370.0003	2	ITI	30	6	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
372.0003	2	ITI	30	7	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
374.0002	2	prechoice	31	1	symmetric	n/a	n/a	n/a	n/a	top	n/a	n/a
376.0002	4	choice	31	2	symmetric	1.7195	left	gamble	n/a	top	bottom	n/a
380.0002	2	outcome	31	4	symmetric	n/a	n/a	n/a	-3.05	n/a	n/a	10.0
382.0002	2	ITI	31	5	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
384.0002	2	ITI	31	6	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
386.0002	2	prechoice	32	1	symmetric	n/a	n/a	n/a	n/a	bottom	n/a	n/a
388.0002	4	choice	32	2	symmetric	0.70304	right	gamble	n/a	bottom	bottom	n/a
392.0002	2	outcome	32	4	symmetric	n/a	n/a	n/a	3.05	n/a	n/a	13.05
394.0002	2	ITI	32	5	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
396.0002	2	ITI	32	6	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
398.0002	2	ITI	32	7	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
400.0002	2	prechoice	33	1	negativeSkew	n/a	n/a	n/a	n/a	bottom	n/a	n/a
402.0002	4	choice	33	2	negativeSkew	0.86929	left	gamble	n/a	bottom	top	n/a
406.0002	2	outcome	33	4	negativeSkew	n/a	n/a	n/a	-5.25	n/a	n/a	7.8
408.0002	2	ITI	33	5	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
410.0002	2	ITI	33	6	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
412.0002	2	ITI	33	7	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
414.0003	2	prechoice	34	1	symmetric	n/a	n/a	n/a	n/a	bottom	n/a	n/a
416.0003	4	choice	34	2	symmetric	0.70244	right	gamble	n/a	bottom	bottom	n/a
420.0003	2	outcome	34	4	symmetric	n/a	n/a	n/a	-3.05	n/a	n/a	4.75
422.0003	2	ITI	34	5	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
424.0003	2	ITI	34	6	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
426.0002	2	prechoice	35	1	positiveSkew	n/a	n/a	n/a	n/a	bottom	n/a	n/a
428.0002	4	choice	35	2	positiveSkew	0.83587	right	safe	n/a	bottom	top	n/a
432.0002	2	outcome	35	4	positiveSkew	n/a	n/a	n/a	0.0	n/a	n/a	4.75
434.0002	2	ITI	35	5	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
436.0002	2	ITI	35	6	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
438.0002	2	ITI	35	7	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
440.0002	2	prechoice	36	1	positiveSkew	n/a	n/a	n/a	n/a	top	n/a	n/a
442.0002	4	choice	36	2	positiveSkew	0.76971	right	safe	n/a	top	bottom	n/a
446.0002	2	outcome	36	4	positiveSkew	n/a	n/a	n/a	0.0	n/a	n/a	4.75
448.0002	2	ITI	36	5	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
450.0002	2	ITI	36	6	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
452.0002	2	ITI	36	7	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
454.0003	2	prechoice	37	1	negativeSkew	n/a	n/a	n/a	n/a	bottom	n/a	n/a
456.0003	4	choice	37	2	negativeSkew	1.1358	right	gamble	n/a	bottom	bottom	n/a
460.0003	2	outcome	37	4	negativeSkew	n/a	n/a	n/a	1.75	n/a	n/a	6.5
462.0003	2	ITI	37	5	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
464.0003	2	ITI	37	6	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
466.0003	2	ITI	37	7	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
468.0001	2	prechoice	38	1	positiveSkew	n/a	n/a	n/a	n/a	bottom	n/a	n/a
470.0001	4	choice	38	2	positiveSkew	1.3858	left	safe	n/a	bottom	bottom	n/a
474.0001	2	outcome	38	4	positiveSkew	n/a	n/a	n/a	0.0	n/a	n/a	6.5
476.0001	2	ITI	38	5	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
478.0001	2	ITI	38	6	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
480.0002	2	prechoice	39	1	negativeSkew	n/a	n/a	n/a	n/a	bottom	n/a	n/a
482.0002	4	choice	39	2	negativeSkew	0.75286	left	gamble	n/a	bottom	top	n/a
486.0002	2	outcome	39	4	negativeSkew	n/a	n/a	n/a	1.75	n/a	n/a	8.25
488.0002	2	ITI	39	5	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
490.0002	2	prechoice	40	1	negativeSkew	n/a	n/a	n/a	n/a	top	n/a	n/a
492.0002	4	choice	40	2	negativeSkew	1.0196	left	gamble	n/a	top	bottom	n/a
496.0002	2	outcome	40	4	negativeSkew	n/a	n/a	n/a	1.75	n/a	n/a	10.0
498.0002	2	ITI	40	5	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
500.0002	2	prechoice	41	1	negativeSkew	n/a	n/a	n/a	n/a	bottom	n/a	n/a
502.0002	4	choice	41	2	negativeSkew	0.88623	left	gamble	n/a	bottom	top	n/a
506.0002	2	outcome	41	4	negativeSkew	n/a	n/a	n/a	1.75	n/a	n/a	11.75
508.0002	2	ITI	41	5	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
510.0002	2	prechoice	42	1	positiveSkew	n/a	n/a	n/a	n/a	bottom	n/a	n/a
512.0002	4	choice	42	2	positiveSkew	1.5696	right	safe	n/a	bottom	top	n/a
516.0002	2	outcome	42	4	positiveSkew	n/a	n/a	n/a	0.0	n/a	n/a	11.75
518.0002	2	ITI	42	5	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
520.0002	2	ITI	42	6	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
522.0002	2	ITI	42	7	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
524.0002	2	prechoice	43	1	negativeSkew	n/a	n/a	n/a	n/a	bottom	n/a	n/a
526.0002	4	choice	43	2	negativeSkew	0.85326	left	gamble	n/a	bottom	top	n/a
530.0002	2	outcome	43	4	negativeSkew	n/a	n/a	n/a	-5.25	n/a	n/a	6.5
532.0002	2	ITI	43	5	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
534.0002	2	ITI	43	6	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
536.0002	2	ITI	43	7	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
538.0002	2	prechoice	44	1	symmetric	n/a	n/a	n/a	n/a	bottom	n/a	n/a
540.0002	4	choice	44	2	symmetric	0.65247	right	gamble	n/a	bottom	bottom	n/a
544.0002	2	outcome	44	4	symmetric	n/a	n/a	n/a	3.05	n/a	n/a	9.55
546.0002	2	ITI	44	5	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
548.0002	2	ITI	44	6	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
550.0001	2	prechoice	45	1	positiveSkew	n/a	n/a	n/a	n/a	top	n/a	n/a
552.0001	4	choice	45	2	positiveSkew	1.0035	left	safe	n/a	top	top	n/a
556.0001	2	outcome	45	4	positiveSkew	n/a	n/a	n/a	0.0	n/a	n/a	9.55
558.0001	2	ITI	45	5	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
560.0002	2	prechoice	46	1	symmetric	n/a	n/a	n/a	n/a	top	n/a	n/a
562.0002	4	choice	46	2	symmetric	0.70269	right	gamble	n/a	top	top	n/a
566.0002	2	outcome	46	4	symmetric	n/a	n/a	n/a	3.05	n/a	n/a	12.6
568.0002	2	ITI	46	5	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
570.0001	2	prechoice	47	1	symmetric	n/a	n/a	n/a	n/a	top	n/a	n/a
572.0001	4	choice	47	2	symmetric	1.5004	right	gamble	n/a	top	top	n/a
576.0001	2	outcome	47	4	symmetric	n/a	n/a	n/a	3.05	n/a	n/a	15.65
578.0001	2	ITI	47	5	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
580.0001	2	ITI	47	6	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
582.0001	2	prechoice	48	1	positiveSkew	n/a	n/a	n/a	n/a	top	n/a	n/a
584.0001	4	choice	48	2	positiveSkew	1.0359	left	safe	n/a	top	top	n/a
588.0001	2	outcome	48	4	positiveSkew	n/a	n/a	n/a	0.0	n/a	n/a	15.65
590.0001	2	ITI	48	5	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
592.0002	2	prechoice	49	1	symmetric	n/a	n/a	n/a	n/a	top	n/a	n/a
594.0002	4	choice	49	2	symmetric	1.186	left	gamble	n/a	top	bottom	n/a
598.0002	2	outcome	49	4	symmetric	n/a	n/a	n/a	-3.05	n/a	n/a	12.6
600.0002	2	ITI	49	5	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
602.0002	2	ITI	49	6	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
604.0002	2	prechoice	50	1	positiveSkew	n/a	n/a	n/a	n/a	top	n/a	n/a
606.0002	4	choice	50	2	positiveSkew	0.88718	right	safe	n/a	top	bottom	n/a
610.0002	2	outcome	50	4	positiveSkew	n/a	n/a	n/a	0.0	n/a	n/a	12.6
612.0002	2	ITI	50	5	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
614.0002	2	prechoice	51	1	symmetric	n/a	n/a	n/a	n/a	bottom	n/a	n/a
616.0002	4	choice	51	2	symmetric	0.88596	left	gamble	n/a	bottom	top	n/a
620.0002	2	outcome	51	4	symmetric	n/a	n/a	n/a	-3.05	n/a	n/a	9.55
622.0002	2	ITI	51	5	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
624.0002	2	ITI	51	6	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
626.0003	2	prechoice	52	1	positiveSkew	n/a	n/a	n/a	n/a	top	n/a	n/a
628.0003	4	choice	52	2	positiveSkew	1.0193	left	safe	n/a	top	top	n/a
632.0003	2	outcome	52	4	positiveSkew	n/a	n/a	n/a	0.0	n/a	n/a	9.55
634.0003	2	ITI	52	5	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
636.0003	2	prechoice	53	1	symmetric	n/a	n/a	n/a	n/a	top	n/a	n/a
638.0003	4	choice	53	2	symmetric	0.6358	right	gamble	n/a	top	top	n/a
642.0003	2	outcome	53	4	symmetric	n/a	n/a	n/a	3.05	n/a	n/a	12.6
644.0003	2	ITI	53	5	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
646.0001	2	prechoice	54	1	positiveSkew	n/a	n/a	n/a	n/a	top	n/a	n/a
648.0001	4	choice	54	2	positiveSkew	1.7856	right	safe	n/a	top	bottom	n/a
652.0001	2	outcome	54	4	positiveSkew	n/a	n/a	n/a	0.0	n/a	n/a	12.6
654.0001	2	ITI	54	5	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
656.0002	2	prechoice	55	1	negativeSkew	n/a	n/a	n/a	n/a	top	n/a	n/a
658.0002	4	choice	55	2	negativeSkew	1.0528	left	gamble	n/a	top	bottom	n/a
662.0002	2	outcome	55	4	negativeSkew	n/a	n/a	n/a	1.75	n/a	n/a	14.35
664.0002	2	ITI	55	5	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
666.0002	2	ITI	55	6	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
668.0002	2	prechoice	56	1	positiveSkew	n/a	n/a	n/a	n/a	top	n/a	n/a
670.0002	4	choice	56	2	positiveSkew	0.83615	left	safe	n/a	top	top	n/a
674.0002	2	outcome	56	4	positiveSkew	n/a	n/a	n/a	0.0	n/a	n/a	14.35
676.0002	2	ITI	56	5	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
678.0002	2	ITI	56	6	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
680.0002	2	ITI	56	7	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
682.0002	2	prechoice	57	1	negativeSkew	n/a	n/a	n/a	n/a	top	n/a	n/a
684.0002	4	choice	57	2	negativeSkew	0.9362	left	gamble	n/a	top	bottom	n/a
688.0002	2	outcome	57	4	negativeSkew	n/a	n/a	n/a	1.75	n/a	n/a	16.1
690.0002	2	ITI	57	5	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
692.0002	2	prechoice	58	1	symmetric	n/a	n/a	n/a	n/a	top	n/a	n/a
694.0002	4	choice	58	2	symmetric	0.83584	right	gamble	n/a	top	top	n/a
