onset	duration	trial_period	trial	TR_relativeToTrialOnset	trial_type	response_time	button_pressed	choice	outcome	gamble_position	rightbutton_position	total_gain
698.0021	2	outcome	58	4	symmetric	n/a	n/a	n/a	3.05	n/a	n/a	6.5
700.0021	2	ITI	58	5	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
702.0021	2	ITI	58	6	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
704.0002	2	prechoice	59	1	symmetric	n/a	n/a	n/a	n/a	bottom	n/a	n/a
706.0002	4	choice	59	2	symmetric	0.65533	left	safe	n/a	bottom	bottom	n/a
710.0002	2	outcome	59	4	symmetric	n/a	n/a	n/a	0.0	n/a	n/a	6.5
712.0002	2	ITI	59	5	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
714.0002	2	ITI	59	6	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
716.0001	2	prechoice	60	1	negativeSkew	n/a	n/a	n/a	n/a	bottom	n/a	n/a
718.0001	4	choice	60	2	negativeSkew	1.1524	right	gamble	n/a	bottom	bottom	n/a
722.0001	2	outcome	60	4	negativeSkew	n/a	n/a	n/a	1.75	n/a	n/a	8.25
724.0001	2	ITI	60	5	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
726.0002	2	prechoice	61	1	symmetric	n/a	n/a	n/a	n/a	bottom	n/a	n/a
728.0002	4	choice	61	2	symmetric	0.65253	right	gamble	n/a	bottom	bottom	n/a
732.0002	2	outcome	61	4	symmetric	n/a	n/a	n/a	3.05	n/a	n/a	11.3
734.0002	2	ITI	61	5	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
736.0002	2	ITI	61	6	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
738.0003	2	prechoice	62	1	negativeSkew	n/a	n/a	n/a	n/a	top	n/a	n/a
740.0003	4	choice	62	2	negativeSkew	0.65254	left	safe	n/a	top	top	n/a
744.0003	2	outcome	62	4	negativeSkew	n/a	n/a	n/a	0.0	n/a	n/a	11.3
746.0003	2	ITI	62	5	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
748.0003	2	ITI	62	6	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
750.0001	2	prechoice	63	1	symmetric	n/a	n/a	n/a	n/a	bottom	n/a	n/a
752.0001	4	choice	63	2	symmetric	0.73603	left	gamble	n/a	bottom	top	n/a
756.0001	2	outcome	63	4	symmetric	n/a	n/a	n/a	-3.05	n/a	n/a	8.25
758.0001	2	ITI	63	5	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
760.0001	2	ITI	63	6	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
762.0002	2	prechoice	64	1	negativeSkew	n/a	n/a	n/a	n/a	bottom	n/a	n/a
764.0002	4	choice	64	2	negativeSkew	0.66988	left	gamble	n/a	bottom	top	n/a
768.0002	2	outcome	64	4	negativeSkew	n/a	n/a	n/a	-5.25	n/a	n/a	3.0
770.0002	2	ITI	64	5	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
772.0002	2	ITI	64	6	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
774.0002	2	ITI	64	7	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
776.0027	2	prechoice	65	1	positiveSkew	n/a	n/a	n/a	n/a	bottom	n/a	n/a
778.0027	4	choice	65	2	positiveSkew	2.2695	left	safe	n/a	bottom	bottom	n/a
782.0027	2	outcome	65	4	positiveSkew	n/a	n/a	n/a	0.0	n/a	n/a	3.0
784.0027	2	ITI	65	5	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
786.0027	2	ITI	65	6	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
788.0027	2	ITI	65	7	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
790.0001	2	prechoice	66	1	positiveSkew	n/a	n/a	n/a	n/a	top	n/a	n/a
792.0001	4	choice	66	2	positiveSkew	0.75289	left	gamble	n/a	top	bottom	n/a
796.0001	2	outcome	66	4	positiveSkew	n/a	n/a	n/a	-1.75	n/a	n/a	1.25
798.0001	2	ITI	66	5	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
800.0001	2	ITI	66	6	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
802.0001	2	prechoice	67	1	negativeSkew	n/a	n/a	n/a	n/a	top	n/a	n/a
804.0001	4	choice	67	2	negativeSkew	0.60335	left	gamble	n/a	top	bottom	n/a
808.0001	2	outcome	67	4	negativeSkew	n/a	n/a	n/a	1.75	n/a	n/a	3.0
810.0001	2	ITI	67	5	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
812.0001	2	prechoice	68	1	negativeSkew	n/a	n/a	n/a	n/a	top	n/a	n/a
814.0001	4	choice	68	2	negativeSkew	0.73834	left	safe	n/a	top	top	n/a
818.0001	2	outcome	68	4	negativeSkew	n/a	n/a	n/a	0.0	n/a	n/a	3.0
820.0001	2	ITI	68	5	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
822.0001	2	ITI	68	6	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
824.0001	2	ITI	68	7	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
826.0001	2	prechoice	69	1	negativeSkew	n/a	n/a	n/a	n/a	bottom	n/a	n/a
828.0001	4	choice	69	2	negativeSkew	0.70282	right	gamble	n/a	bottom	bottom	n/a
832.0001	2	outcome	69	4	negativeSkew	n/a	n/a	n/a	1.75	n/a	n/a	4.75
834.0001	2	ITI	69	5	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
836.0001	2	ITI	69	6	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
838.0001	2	ITI	69	7	negativeSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
840.0007	2	prechoice	70	1	symmetric	n/a	n/a	n/a	n/a	top	n/a	n/a
842.0007	4	choice	70	2	symmetric	1.4186	left	gamble	n/a	top	bottom	n/a
846.0007	2	outcome	70	4	symmetric	n/a	n/a	n/a	-3.05	n/a	n/a	1.7
848.0007	2	ITI	70	5	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
850.0007	2	ITI	70	6	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
852.0007	2	ITI	70	7	symmetric	n/a	n/a	n/a	n/a	n/a	n/a	n/a
854.0001	2	prechoice	71	1	positiveSkew	n/a	n/a	n/a	n/a	top	n/a	n/a
856.0001	4	choice	71	2	positiveSkew	0.86931	left	gamble	n/a	top	bottom	n/a
860.0001	2	outcome	71	4	positiveSkew	n/a	n/a	n/a	-1.75	n/a	n/a	-0.05
862.0001	2	ITI	71	5	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
864.0001	2	ITI	71	6	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
866.0001	2	prechoice	72	1	positiveSkew	n/a	n/a	n/a	n/a	bottom	n/a	n/a
868.0001	4	choice	72	2	positiveSkew	0.65194	left	gamble	n/a	bottom	top	n/a
872.0001	2	outcome	72	4	positiveSkew	n/a	n/a	n/a	5.25	n/a	n/a	5.2
874.0001	2	ITI	72	5	positiveSkew	n/a	n/a	n/a	n/a	n/a	n/a	n/a
